ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback,Profit-$,Sale Month
09XQ6K,Oto,Columbus,Creta,Hyundai,Hatchback,Black,Manual,5,5,Electric,2023,7600,67370,113,2016-10-19,Un Sold,1970-01-01,6459,0,0,Swathi,3,0,Excellent,-6459,Jan 1970
U9DYKB,Automart,Columbus,Yodha,Tata,Truck,Black,Automatic,3,2,Electric,2018,9100,64711,100,2022-04-18,Sold,2023-07-31,7265,7784,7,Vishwajeet,3,104,Excellent,519,Jul 2023
G8W1A2,Zupps,North Carolina,i20,Hyundai,Hatchback,Red,Automatic,4,5,Hybrid,2021,7300,75495,120,2016-08-19,Un Sold,1970-01-01,5576,0,0,Hariom,1,0,Excellent,-5576,Jan 1970
8D3NW3,APE,Philadelphia,Seltos,Kia,Hatchback,Blue,Manual,5,5,Hybrid,2024,7000,76643,150,2018-06-05,Un Sold,1970-01-01,5755,0,0,Pranav,3,0,Good,-5755,Jan 1970
BSAJ41,Cars24,Florida,Thar,Mahindra,SUV,Blue,Manual,5,3,Diesel,2016,8400,55095,130,2023-04-05,Un Sold,1970-01-01,6467,0,0,Swapna,5,0,Excellent,-6467,Jan 1970
44LNQ1,Automart,Philadelphia,Plato,Prazo,Convertible,Gray,Manual,2,2,Electric,2015,10900,80538,250,2016-07-28,Un Sold,1970-01-01,10127,0,0,Bhavani,4,0,Poor,-10127,Jan 1970
FH7ZNP,Knox,Philadelphia,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Electric,2018,9600,41492,120,2019-03-03,Un Sold,1970-01-01,7675,0,0,Sai,5,0,Excellent,-7675,Jan 1970
WGQ9WJ,Zupps,Detroit,Hilux,Toyota,Truck,Blue,Manual,4,2,Electric,2022,8700,60367,200,2015-07-19,Sold,2023-09-11,7333,7634,4,Dhruv,2,60,Good,301,Sep 2023
EEYPK6,Zupps,Tennessee,Swift,Maruti,Sedan,Blue,Automatic,5,4,Petrol,2023,6600,63446,115,2015-07-29,Un Sold,1970-01-01,5101,0,0,Shilpa,5,0,Excellent,-5101,Jan 1970
PZTU7X,Nufor,Tennessee,Dzire,Maruti,Sedan,Red,Manual,5,5,Electric,2021,8300,53641,100,2017-10-05,Un Sold,1970-01-01,6641,0,0,Shiva,3,0,Poor,-6641,Jan 1970
REJOBE,Knox,Florida,Swift,Maruti,Sedan,Black,Automatic,5,4,Electric,2018,8600,8104,115,2020-08-11,Sold,2020-10-02,6678,7289,9,Krishna,2,122,Excellent,611,Oct 2020
M5MM98,Olx,Madison,Plato,Prazo,Convertible,Blue,Manual,2,2,Hybrid,2024,9500,85170,250,2024-01-20,Un Sold,1970-01-01,8542,0,0,Shilpa,3,0,Poor,-8542,Jan 1970
IKV7BY,Carousell,Detroit,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Hybrid,2018,7600,41310,103,2021-08-23,Un Sold,1970-01-01,5974,0,0,Pavan,3,0,Good,-5974,Jan 1970
JB8FVN,Automart,Philadelphia,Seltos,Kia,Hatchback,Black,Automatic,5,5,Hybrid,2018,7600,89446,150,2018-02-21,Un Sold,1970-01-01,6642,0,0,Dhruv,5,0,Average,-6642,Jan 1970
2HYBV8,Motor,Columbus,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Electric,2021,7800,82668,103,2021-12-11,Un Sold,1970-01-01,6565,0,0,Arjuna,4,0,Excellent,-6565,Jan 1970
9V2NLF,Kamkar,Philadelphia,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Electric,2023,7600,31348,113,2021-02-11,Un Sold,1970-01-01,7036,0,0,Swapna,1,0,Good,-7036,Jan 1970
JPZLGP,Carousell,Portland,Seltos,Kia,Hatchback,Black,Automatic,5,5,Diesel,2019,6600,24579,150,2018-09-10,Un Sold,1970-01-01,5160,0,0,Narayan,5,0,Good,-5160,Jan 1970
JHJA3S,Sobri,Portland,Hilux,Toyota,Truck,Black,Automatic,4,2,Petrol,2016,7800,59208,200,2019-11-25,Un Sold,1970-01-01,7208,0,0,Swapna,3,0,Good,-7208,Jan 1970
3XYYGF,Automart,Portland,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Petrol,2018,6600,1973,103,2022-05-01,Un Sold,1970-01-01,5997,0,0,Dhruv,5,0,Good,-5997,Jan 1970
KQ1LG5,Motor,Detroit,Plato,Prazo,Convertible,Red,Automatic,2,2,Electric,2016,10800,51023,250,2015-01-29,Un Sold,1970-01-01,9502,0,0,Swapna,1,0,Excellent,-9502,Jan 1970
QMLK9F,Skipper,North Carolina,i20,Hyundai,Hatchback,Gray,Manual,4,5,Petrol,2019,6500,47775,120,2015-07-06,Un Sold,1970-01-01,4559,0,0,Piyush,4,0,Average,-4559,Jan 1970
CLQ1NA,Trust,Philadelphia,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Hybrid,2015,7900,12295,103,2023-11-18,Un Sold,1970-01-01,6061,0,0,Piyush,1,0,Excellent,-6061,Jan 1970
N33SPJ,Oto,Florida,Seltos,Kia,Hatchback,Red,Automatic,5,5,Electric,2017,8200,38035,150,2022-08-03,Un Sold,1970-01-01,6247,0,0,Rithvik,4,0,Average,-6247,Jan 1970
V73NLP,Carro,Tucson,Swift,Maruti,Sedan,Red,Automatic,5,4,Hybrid,2020,7900,28120,115,2019-05-11,Un Sold,1970-01-01,6515,0,0,Vihaan,4,0,Excellent,-6515,Jan 1970
X6YNBO,Skipper,New York,Kags,Renault,SUV,Blue,Automatic,7,5,Diesel,2020,8000,29813,175,2021-11-07,Un Sold,1970-01-01,6131,0,0,Dhruv,4,0,Good,-6131,Jan 1970
NNWQ1L,Kamkar,Denver,Hilux,Toyota,Truck,Black,Automatic,4,2,Electric,2024,8500,31685,200,2023-12-22,Un Sold,1970-01-01,6744,0,0,Piyush,3,0,Good,-6744,Jan 1970
9HT9KJ,Kamkar,Utah,Seltos,Kia,Hatchback,Black,Automatic,5,5,Diesel,2020,6500,60162,150,2020-12-04,Un Sold,1970-01-01,5238,0,0,Krishna,3,0,Excellent,-5238,Jan 1970
SZ8EN7,Carsome,San Jose,Seltos,Kia,Hatchback,Black,Manual,5,5,Petrol,2023,6100,32077,150,2017-01-06,Sold,2017-06-12,5009,6518,30,Ram,4,302,Good,1509,Jun 2017
OHPKVU,Marchi,Columbus,Dzire,Maruti,Sedan,Red,Automatic,5,5,Hybrid,2019,8000,67447,100,2019-07-11,Un Sold,1970-01-01,6863,0,0,Vihaan,3,0,Average,-6863,Jan 1970
A6QEYP,Carro,Tennessee,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Diesel,2020,6500,64933,113,2024-10-19,Un Sold,1970-01-01,4814,0,0,Piyush,1,0,Excellent,-4814,Jan 1970
JU3GIY,Trivett,Florida,Plato,Prazo,Convertible,Red,Manual,2,2,Diesel,2015,9500,20470,250,2019-06-25,Un Sold,1970-01-01,8154,0,0,Arjuna,3,0,Excellent,-8154,Jan 1970
FXGFSE,Knox,Columbus,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Diesel,2021,6400,58052,113,2022-02-09,Un Sold,1970-01-01,4740,0,0,Bhavani,2,0,Average,-4740,Jan 1970
V9IP8M,Trivett,Chicago,Fortuner,Toyota,SUV,Black,Automatic,8,5,Diesel,2021,7900,35652,200,2016-08-03,Un Sold,1970-01-01,6306,0,0,Shailaja,3,0,Good,-6306,Jan 1970
A2OGOS,Carmudi,Florida,Thar,Mahindra,SUV,Red,Automatic,5,3,Petrol,2017,8200,66382,130,2021-09-09,Un Sold,1970-01-01,7278,0,0,Arjuna,4,0,Excellent,-7278,Jan 1970
465K7J,Carmix,North Carolina,Yodha,Tata,Truck,Red,Manual,3,2,Hybrid,2019,8500,87936,100,2021-06-13,Un Sold,1970-01-01,7959,0,0,Krishna,1,0,Average,-7959,Jan 1970
OYSN2F,Carsome,Tennessee,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2015,8900,62564,200,2017-03-15,Un Sold,1970-01-01,7453,0,0,Shailaja,2,0,Excellent,-7453,Jan 1970
0YFM6C,Cars24,Tennessee,i20,Hyundai,Hatchback,Red,Manual,4,5,Hybrid,2019,7500,59459,120,2021-07-23,Un Sold,1970-01-01,6935,0,0,Ram,2,0,Excellent,-6935,Jan 1970
09RSNH,Automart,Madison,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Hybrid,2021,8800,99044,120,2023-05-23,Un Sold,1970-01-01,6938,0,0,Ram,2,0,Good,-6938,Jan 1970
XIKQU0,Carro,Chicago,Fortuner,Toyota,SUV,Blue,Manual,8,5,Electric,2017,9700,14279,200,2021-09-21,Un Sold,1970-01-01,8485,0,0,Shailaja,1,0,Average,-8485,Jan 1970
1JFI55,Nufor,California,Hilux,Toyota,Truck,White,Manual,4,2,Petrol,2020,7400,65518,200,2019-06-21,Un Sold,1970-01-01,5461,0,0,Piyush,3,0,Average,-5461,Jan 1970
JMSN1U,Trust,North Carolina,Seltos,Kia,Hatchback,White,Automatic,5,5,Electric,2023,7600,6637,150,2022-04-10,Un Sold,1970-01-01,6988,0,0,Vishwajeet,3,0,Excellent,-6988,Jan 1970
L43MIE,Zupps,Florida,Scorpio,Mahindra,SUV,White,Manual,5,5,Hybrid,2017,9200,52706,120,2017-09-01,Un Sold,1970-01-01,7881,0,0,Karan,5,0,Excellent,-7881,Jan 1970
QMQ4XF,Skipper,San Jose,Plato,Prazo,Convertible,Blue,Manual,2,2,Hybrid,2016,10300,39620,250,2024-03-18,Un Sold,1970-01-01,8540,0,0,Anushka,5,0,Excellent,-8540,Jan 1970
9SQMKS,Marchi,Tucson,Kags,Renault,SUV,Black,Manual,7,5,Electric,2018,9600,26596,175,2020-01-29,Sold,2022-11-20,8012,7000,-13,Narayan,4,0,Good,-1012,Nov 2022
QLDI38,Sobri,Columbus,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Electric,2017,8200,25177,113,2016-09-28,Un Sold,1970-01-01,7357,0,0,Vihaan,5,0,Good,-7357,Jan 1970
953XU4,Carousell,Tucson,Creta,Hyundai,Hatchback,White,Automatic,5,5,Petrol,2015,6900,31431,113,2021-11-01,Un Sold,1970-01-01,4958,0,0,Preeti,5,0,Good,-4958,Jan 1970
Y770YM,Carsome,Oklahoma,Seltos,Kia,Hatchback,Black,Automatic,5,5,Petrol,2023,6100,76810,150,2018-04-27,Sold,2020-07-11,4231,4636,10,Sweta,4,81,Good,405,Jul 2020
BQPPH6,Ahg,Chicago,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Electric,2020,7900,84228,113,2016-09-18,Un Sold,1970-01-01,7090,0,0,Narayan,4,0,Average,-7090,Jan 1970
5WSVJ6,Ahg,Denver,Yodha,Tata,Truck,Blue,Automatic,3,2,Petrol,2020,7400,92463,100,2019-02-20,Un Sold,1970-01-01,5484,0,0,Karan,2,0,Excellent,-5484,Jan 1970
R2BJWU,Carousell,Tucson,Creta,Hyundai,Hatchback,Red,Manual,5,5,Hybrid,2019,7500,46679,113,2021-07-03,Sold,2021-10-17,6479,6271,-3,Swathi,5,0,Excellent,-208,Oct 2021
EO2J6A,Trust,Madison,Plato,Prazo,Convertible,Gray,Manual,2,2,Hybrid,2024,9500,23777,250,2019-04-30,Un Sold,1970-01-01,8800,0,0,Shailaja,1,0,Excellent,-8800,Jan 1970
9M0PGB,Carmudi,California,Swift,Maruti,Sedan,White,Manual,5,4,Hybrid,2017,8200,68867,115,2017-01-18,Un Sold,1970-01-01,6252,0,0,Karan,1,0,Average,-6252,Jan 1970
RQL0RP,Ahg,California,Hilux,Toyota,Truck,Black,Manual,4,2,Petrol,2020,7400,72415,200,2024-07-07,Un Sold,1970-01-01,5434,0,0,Karan,4,0,Excellent,-5434,Jan 1970
1I45M3,Ahg,North Carolina,Swift,Maruti,Sedan,White,Manual,5,4,Hybrid,2021,7800,3044,115,2017-09-20,Un Sold,1970-01-01,5833,0,0,Karan,2,0,Poor,-5833,Jan 1970
N7CXCV,Carro,California,Seltos,Kia,Hatchback,White,Manual,5,5,Diesel,2015,7000,66034,150,2018-06-08,Un Sold,1970-01-01,6426,0,0,Krishna,1,0,Good,-6426,Jan 1970
3CDE3S,Oto,Columbus,Swift,Maruti,Sedan,White,Automatic,5,4,Petrol,2022,6700,7524,115,2017-07-19,Sold,2021-06-01,5116,5453,7,Swapna,1,67,Good,337,Jun 2021
C4E6GI,Carsome,Chicago,Fortuner,Toyota,SUV,Red,Automatic,8,5,Hybrid,2021,8800,17172,200,2015-03-30,Un Sold,1970-01-01,7361,0,0,Shiva,2,0,Excellent,-7361,Jan 1970
APWVYY,Carro,Detroit,Dzire,Maruti,Sedan,Gray,Manual,5,5,Hybrid,2019,8000,1872,100,2021-06-26,Un Sold,1970-01-01,6130,0,0,Aditya,2,0,Poor,-6130,Jan 1970
T0N950,Nufor,San Jose,Hilux,Toyota,Truck,Blue,Manual,4,2,Hybrid,2019,8500,68677,200,2024-11-25,Un Sold,1970-01-01,7165,0,0,Dhruv,5,0,Excellent,-7165,Jan 1970
TFTWD3,Carro,Oklahoma,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Hybrid,2021,7300,48463,113,2017-06-09,Sold,2024-03-10,6447,5871,-9,Ram,2,0,Excellent,-576,Mar 2024
2JR7G4,Automart,Chicago,Creta,Hyundai,Hatchback,White,Manual,5,5,Diesel,2015,7000,24475,113,2018-06-28,Un Sold,1970-01-01,5476,0,0,Shailaja,3,0,Good,-5476,Jan 1970
OJSU96,Carro,Oklahoma,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2016,7800,20318,200,2017-12-29,Un Sold,1970-01-01,6562,0,0,Shruthi,4,0,Excellent,-6562,Jan 1970
ZJDUEX,Sobri,Portland,Swift,Maruti,Sedan,Black,Automatic,5,4,Electric,2020,8400,33460,115,2024-03-14,Sold,2024-06-22,7881,8202,4,Shailaja,2,64,Average,321,Jun 2024
TKOBU9,Skipper,Columbus,Yodha,Tata,Truck,Black,Manual,3,2,Hybrid,2018,8600,69570,100,2020-06-10,Sold,2020-04-27,7229,6786,-6,Hariom,2,0,Average,-443,Apr 2020
XUCU0B,Carmudi,Texas,Hilux,Toyota,Truck,Blue,Automatic,4,2,Diesel,2021,7400,3191,200,2021-02-14,Un Sold,1970-01-01,6004,0,0,Narayan,5,0,Excellent,-6004,Jan 1970
0XSUCK,Nufor,Detroit,Thar,Mahindra,SUV,Blue,Manual,5,3,Electric,2024,9000,78152,130,2023-09-02,Un Sold,1970-01-01,7207,0,0,Aditya,3,0,Excellent,-7207,Jan 1970
UDG61Y,Cars24,Detroit,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Petrol,2018,8100,35496,120,2017-07-13,Un Sold,1970-01-01,7537,0,0,Bhavani,4,0,Good,-7537,Jan 1970
7D9SBF,Marchi,Oklahoma,Plato,Prazo,Convertible,Black,Automatic,2,2,Hybrid,2018,10100,39791,250,2017-10-22,Un Sold,1970-01-01,9188,0,0,Supriya,2,0,Average,-9188,Jan 1970
HOOOAO,Kamkar,Denver,Seltos,Kia,Hatchback,Black,Automatic,5,5,Hybrid,2023,7100,97204,150,2024-05-24,Sold,2024-08-14,6086,5641,-7,Aditya,3,0,Average,-445,Aug 2024
EE2EZC,Carmix,San Jose,Hilux,Toyota,Truck,Gray,Automatic,4,2,Petrol,2018,7600,10886,200,2024-12-22,Un Sold,1970-01-01,6681,0,0,Pranav,1,0,Excellent,-6681,Jan 1970
LD37FS,Carmix,New York,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Petrol,2018,7100,67967,100,2017-03-29,Un Sold,1970-01-01,6051,0,0,Pavan,4,0,Average,-6051,Jan 1970
XWKJ6L,APE,Chicago,Plato,Prazo,Convertible,Red,Manual,2,2,Hybrid,2016,10300,12261,250,2015-10-28,Un Sold,1970-01-01,8613,0,0,Swathi,5,0,Excellent,-8613,Jan 1970
DTNAAX,Automart,San Jose,Kags,Renault,SUV,Blue,Manual,7,5,Petrol,2023,7600,60260,175,2023-06-22,Sold,2024-03-16,6279,7665,22,Rithvik,3,277,Average,1386,Mar 2024
5L3ZHM,Carousell,New York,Seltos,Kia,Hatchback,Gray,Manual,5,5,Petrol,2019,6500,59989,150,2017-05-24,Un Sold,1970-01-01,5250,0,0,Aarush,4,0,Good,-5250,Jan 1970
COKRS0,Carro,Texas,Dzire,Maruti,Sedan,White,Manual,5,5,Diesel,2019,7100,6462,100,2023-07-18,Un Sold,1970-01-01,5663,0,0,Pranav,3,0,Average,-5663,Jan 1970
XIMKMA,Zupps,California,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Electric,2022,9200,3198,120,2017-06-30,Sold,2024-09-11,8641,7412,-14,Pavan,1,0,Poor,-1229,Sep 2024
NH91TC,Cars24,Tucson,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Hybrid,2019,8000,42322,100,2017-02-19,Un Sold,1970-01-01,6716,0,0,Supriya,1,0,Average,-6716,Jan 1970
UFXU0S,Carmudi,Tucson,Swift,Maruti,Sedan,Blue,Automatic,5,4,Hybrid,2015,8400,19603,115,2021-01-31,Un Sold,1970-01-01,7844,0,0,Anushka,5,0,Excellent,-7844,Jan 1970
4L7GCD,Marchi,Madison,Seltos,Kia,Hatchback,Red,Manual,5,5,Hybrid,2023,7100,62907,150,2021-11-01,Un Sold,1970-01-01,5178,0,0,Vishwajeet,3,0,Average,-5178,Jan 1970
IR1A3K,Skipper,Philadelphia,Hilux,Toyota,Truck,Gray,Automatic,4,2,Hybrid,2018,8600,4362,200,2016-02-24,Sold,2016-04-06,7096,8453,19,Shailaja,1,271,Good,1357,Apr 2016
S3D0QN,Knox,Utah,Hilux,Toyota,Truck,Black,Manual,4,2,Diesel,2019,7600,83328,200,2021-09-01,Un Sold,1970-01-01,6334,0,0,Vishwajeet,3,0,Good,-6334,Jan 1970
XL2X23,Kamkar,Tucson,Dzire,Maruti,Sedan,Red,Automatic,5,5,Petrol,2015,7400,80683,100,2017-08-19,Sold,2018-06-26,6187,5349,-14,Sweta,4,0,Excellent,-838,Jun 2018
SFCLVD,Oto,Portland,Plato,Prazo,Convertible,Black,Automatic,2,2,Diesel,2019,9100,38343,250,2020-12-27,Un Sold,1970-01-01,8101,0,0,Aarush,3,0,Excellent,-8101,Jan 1970
ZR4797,Carousell,Portland,Fortuner,Toyota,SUV,Black,Automatic,8,5,Hybrid,2016,9300,89579,200,2021-02-06,Un Sold,1970-01-01,8624,0,0,Krishna,1,0,Good,-8624,Jan 1970
F1RY07,Knox,California,Thar,Mahindra,SUV,Gray,Manual,5,3,Diesel,2015,8500,36594,130,2021-08-01,Un Sold,1970-01-01,6775,0,0,Aditya,1,0,Poor,-6775,Jan 1970
AODZ4K,Ahg,Tennessee,Dzire,Maruti,Sedan,White,Automatic,5,5,Diesel,2023,6700,73314,100,2021-08-18,Un Sold,1970-01-01,5021,0,0,Aarush,2,0,Good,-5021,Jan 1970
BNUXBN,Oto,California,Swift,Maruti,Sedan,Black,Manual,5,4,Diesel,2020,7000,48209,115,2016-12-07,Un Sold,1970-01-01,5294,0,0,Vishwajeet,3,0,Excellent,-5294,Jan 1970
HRRQDO,Knox,New York,Seltos,Kia,Hatchback,Red,Manual,5,5,Electric,2015,8400,19037,150,2020-01-25,Un Sold,1970-01-01,7112,0,0,Swathi,3,0,Good,-7112,Jan 1970
AGGPO7,Kamkar,Tucson,Kags,Renault,SUV,Blue,Automatic,7,5,Electric,2023,9100,30042,175,2019-01-28,Un Sold,1970-01-01,7369,0,0,Pranav,5,0,Poor,-7369,Jan 1970
IY2A4F,Motor,Columbus,Creta,Hyundai,Hatchback,Black,Manual,5,5,Electric,2018,8100,70104,113,2015-02-28,Un Sold,1970-01-01,7566,0,0,Vihaan,1,0,Average,-7566,Jan 1970
AMKRF5,Ahg,Tennessee,Creta,Hyundai,Hatchback,Red,Manual,5,5,Hybrid,2016,7800,69122,113,2023-04-29,Un Sold,1970-01-01,6482,0,0,Shruthi,4,0,Good,-6482,Jan 1970
CBSG62,Marchi,Florida,Hilux,Toyota,Truck,Gray,Manual,4,2,Diesel,2023,7200,88590,200,2017-05-14,Un Sold,1970-01-01,5851,0,0,Bhavani,2,0,Good,-5851,Jan 1970
1NBOY1,Knox,Texas,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Diesel,2018,6700,87372,103,2022-05-11,Un Sold,1970-01-01,5007,0,0,Sai,5,0,Good,-5007,Jan 1970
1ERVBW,Oto,Madison,Dzire,Maruti,Sedan,White,Manual,5,5,Hybrid,2018,8100,42781,100,2015-03-12,Un Sold,1970-01-01,7545,0,0,Pavan,4,0,Average,-7545,Jan 1970
59YENQ,Kamkar,Detroit,Kags,Renault,SUV,Blue,Manual,7,5,Diesel,2017,8300,25725,175,2015-04-04,Un Sold,1970-01-01,6358,0,0,Dhruv,4,0,Excellent,-6358,Jan 1970
G76YJ9,Automart,New York,Scorpio,Mahindra,SUV,Red,Manual,5,5,Petrol,2024,7500,43634,120,2020-12-12,Un Sold,1970-01-01,5988,0,0,Ram,3,0,Average,-5988,Jan 1970
MLJMPK,Motor,Detroit,Hilux,Toyota,Truck,Red,Manual,4,2,Electric,2020,8900,65882,200,2019-07-31,Sold,2024-01-07,7653,7511,-2,Rithvik,5,0,Excellent,-142,Jan 2024
T8S4AW,Sobri,Texas,Yodha,Tata,Truck,Gray,Automatic,3,2,Electric,2015,9400,16683,100,2015-03-25,Un Sold,1970-01-01,7536,0,0,Swathi,3,0,Excellent,-7536,Jan 1970
IHLWKM,Nufor,Madison,Plato,Prazo,Convertible,White,Automatic,2,2,Electric,2021,10300,39543,250,2021-09-10,Un Sold,1970-01-01,9132,0,0,Preeti,2,0,Good,-9132,Jan 1970
47EAKW,Carsome,Detroit,Yodha,Tata,Truck,White,Manual,3,2,Petrol,2016,7800,2893,100,2016-07-23,Sold,2017-05-25,6045,6375,5,Aditya,5,66,Good,330,May 2017
I34NC5,Carmudi,North Carolina,Kags,Renault,SUV,Gray,Manual,7,5,Petrol,2018,8100,35840,175,2019-04-02,Un Sold,1970-01-01,6264,0,0,Hariom,5,0,Excellent,-6264,Jan 1970
LR40PH,Carmudi,Oklahoma,i20,Hyundai,Hatchback,White,Manual,4,5,Petrol,2017,6700,63146,120,2023-07-13,Sold,2023-12-13,5754,7117,24,Aarush,1,273,Average,1363,Dec 2023
LEAA9L,Motor,San Jose,Hilux,Toyota,Truck,Black,Manual,4,2,Electric,2022,8700,60297,200,2017-06-29,Sold,2020-10-10,8197,8194,0,Anushka,4,0,Poor,-3,Oct 2020
1X1ND8,Skipper,Chicago,Seltos,Kia,Hatchback,Red,Manual,5,5,Hybrid,2020,7400,11157,150,2018-01-17,Un Sold,1970-01-01,5727,0,0,Krishna,3,0,Good,-5727,Jan 1970
MPLITM,Oto,Madison,Thar,Mahindra,SUV,White,Manual,5,3,Petrol,2022,7700,77520,130,2015-08-28,Un Sold,1970-01-01,5745,0,0,Dhruv,4,0,Excellent,-5745,Jan 1970
BLT5YD,Cars24,North Carolina,Thar,Mahindra,SUV,Black,Automatic,5,3,Petrol,2015,8400,21811,130,2020-06-22,Un Sold,1970-01-01,7707,0,0,Vihaan,3,0,Excellent,-7707,Jan 1970
9TNCFG,Ahg,Florida,Swift,Maruti,Sedan,Blue,Automatic,5,4,Hybrid,2016,8300,18564,115,2016-06-07,Un Sold,1970-01-01,7620,0,0,Bhavani,1,0,Good,-7620,Jan 1970
M4NDD1,Carousell,Madison,Thar,Mahindra,SUV,Red,Automatic,5,3,Petrol,2018,8100,98002,130,2020-06-04,Sold,2021-06-28,7075,7741,9,Dhruv,1,133,Excellent,666,Jun 2021
0XXQ4Z,Ahg,Tennessee,Swift,Maruti,Sedan,Red,Manual,5,4,Diesel,2021,6900,20353,115,2016-02-15,Sold,2016-09-13,5029,5541,10,Vishwajeet,5,102,Good,512,Sep 2016
RF1WKL,Zupps,Detroit,Plato,Prazo,Convertible,White,Automatic,2,2,Diesel,2020,9000,25650,250,2020-01-21,Un Sold,1970-01-01,7108,0,0,Piyush,2,0,Excellent,-7108,Jan 1970
PKJIAN,Carsome,North Carolina,Swift,Maruti,Sedan,Black,Automatic,5,4,Hybrid,2022,7700,33124,115,2017-10-26,Sold,2020-03-05,6840,5788,-15,Supriya,5,0,Good,-1052,Mar 2020
4PODSL,Oto,Detroit,Kags,Renault,SUV,Gray,Manual,7,5,Diesel,2019,8100,56827,175,2021-06-17,Un Sold,1970-01-01,6295,0,0,Narayan,4,0,Excellent,-6295,Jan 1970
ICMTG6,Olx,California,Creta,Hyundai,Hatchback,Red,Manual,5,5,Electric,2018,8100,87082,113,2022-12-12,Un Sold,1970-01-01,6353,0,0,Vihaan,4,0,Excellent,-6353,Jan 1970
CFYEKT,Olx,Detroit,Plato,Prazo,Convertible,Blue,Automatic,2,2,Petrol,2022,8700,50205,250,2017-06-29,Un Sold,1970-01-01,7313,0,0,Aditya,2,0,Average,-7313,Jan 1970
B4SBQS,Carmix,New York,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Diesel,2020,6500,24236,113,2021-03-10,Un Sold,1970-01-01,5967,0,0,Aditya,5,0,Good,-5967,Jan 1970
CHP0FA,Carmudi,Oklahoma,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Hybrid,2019,7500,52829,113,2023-12-09,Un Sold,1970-01-01,5577,0,0,Shailaja,3,0,Average,-5577,Jan 1970
VB7QBJ,Oto,Portland,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Electric,2024,9000,25695,200,2016-02-08,Un Sold,1970-01-01,7432,0,0,Bhavani,5,0,Average,-7432,Jan 1970
PHKFNL,Cars24,New York,Seltos,Kia,Hatchback,White,Automatic,5,5,Diesel,2022,6300,22181,150,2024-01-30,Un Sold,1970-01-01,5642,0,0,Sweta,1,0,Average,-5642,Jan 1970
DB8H8E,Sobri,Detroit,Thar,Mahindra,SUV,Blue,Automatic,5,3,Diesel,2020,8000,62026,130,2024-01-13,Un Sold,1970-01-01,6138,0,0,Aditya,4,0,Average,-6138,Jan 1970
RVSFS9,APE,Oklahoma,Hilux,Toyota,Truck,Gray,Manual,4,2,Diesel,2017,7800,14909,200,2016-07-08,Un Sold,1970-01-01,6085,0,0,Ram,3,0,Excellent,-6085,Jan 1970
9SY1N3,Nufor,Utah,Thar,Mahindra,SUV,Black,Manual,5,3,Electric,2024,9000,65225,130,2015-12-07,Un Sold,1970-01-01,7942,0,0,Ram,3,0,Good,-7942,Jan 1970
SFV3AT,Cars24,Florida,Seltos,Kia,Hatchback,Red,Automatic,5,5,Hybrid,2018,7600,6131,150,2023-11-09,Sold,2024-02-07,6610,7024,6,Krishna,3,83,Excellent,414,Feb 2024
7UTPY0,Motor,California,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Petrol,2018,8100,63208,120,2016-02-07,Un Sold,1970-01-01,6278,0,0,Dhruv,4,0,Excellent,-6278,Jan 1970
Y13E3J,Knox,Texas,Seltos,Kia,Hatchback,White,Automatic,5,5,Hybrid,2020,7400,68163,150,2022-08-09,Un Sold,1970-01-01,6184,0,0,Krishna,4,0,Average,-6184,Jan 1970
N9TK08,Cars24,Tennessee,Thar,Mahindra,SUV,Gray,Automatic,5,3,Hybrid,2018,9100,73843,130,2024-01-05,Un Sold,1970-01-01,7966,0,0,Piyush,1,0,Average,-7966,Jan 1970
HV2QLP,Knox,Detroit,Yodha,Tata,Truck,Blue,Automatic,3,2,Diesel,2024,7100,38638,100,2018-09-23,Un Sold,1970-01-01,5464,0,0,Dhruv,3,0,Excellent,-5464,Jan 1970
